id,title,artist,album,genre,danceability,energy,valence,acousticness,tempo_bpm,mood
5nxmwuDelvrQPTofGhF6nk,Kamarikan,From The Vastland,Kamarikan,iranian,0.289,0.539,0.0391,0.000126,119.898,chill
6f1oG9hTx3NETgV6q4rkw5,Take You Down,ILLENIUM,ASCEND,dubstep,0.275,0.657,0.219,0.396,169.638,chill
6rodOIyxUXZrRfzoNL2vXx,Elegy For The Arctic - Remastered 2020,Ludovico Einaudi,Undiscovered,ambient,0.424,0.0713,0.148,0.987,63.648,sad
6SB0NzwnyO71TI6z8pMIiE,Savannah's Assault,Phobia,22 Random Acts Of Violence,grindcore,0.268,0.995,0.0724,2.07e-05,123.248,intense
0AXtdoJaVk6W8pcYstecgw,Czarna Inez,Raz Dwa Trzy,Muzyka Z Talerzyka-Najzdrowsze Kawalki,blues,0.595,0.806,0.718,0.199,120.172,happy
3hqoHu39sFapb5HE5Fhy9O,Brother and Bad at Sports,Andy Hendrickson,Left Field,comedy,0.528,0.573,0.482,0.672,80.103,chill
0x7oCog91UWqiYJQEee3uK,Lift Me Up,OneRepublic,Oh My My,piano,0.69,0.84,0.701,0.0107,115.0,happy
7eDCoOxaczn7Uwoqtogu70,Warrior - Extended Version,Mark With a K;Robert Falcon,Mass Hysteria,hardstyle,0.473,0.912,0.328,0.00706,155.021,intense
4sXc3d5u0z6N6xt3EW3xPS,Senorita,DJ Noiz;Kennyon Brown;Donell Lewis;Konecs,Senorita,dub,0.807,0.737,0.926,0.267,105.053,happy
3g0mEQx3NTanacLseoP0Gw,Takeaway,The Chainsmokers;ILLENIUM;Lennon Stella,World War Joy,electro,0.528,0.511,0.351,0.126,100.1,chill
5TdfMjV97dTvKtyQ6iSmMU,Nu Nu - Todd Terry Club Mix,Lidell Townsell,Nu Nu (2011 Remixes),chicago-house,0.757,0.911,0.744,0.000328,126.0,happy
09OgnqJcTVQXiWTjgrkMIz,Ae Dil Hai Mushkil Title Track,Pritam;Arijit Singh,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),indian,0.495,0.654,0.35,0.713,123.896,chill
3o6ZuA88pIJ0MyS4knzaWo,"Los Sueños, Sueños Son",Cyclo,Happy Piscis,spanish,0.749,0.684,0.637,0.00868,120.03,chill
0XL75lllKb1jTmEamqwVU6,Time of India,Sajanka,Time of India,trance,0.689,0.554,0.163,0.091,148.002,chill
7rVJVRNCAJkoQ2ta6E9fY2,Hoje O Céu Abriu,NX Zero,Em Comum,alt-rock,0.56,0.918,0.595,0.1,101.919,chill
57TrQP3nPUoc92VsooFB7p,Kahaani,When Chai Met Toast,Kahaani,folk,0.596,0.358,0.43,0.9,94.932,chill
0YP9RUlhsYw7MdM5wV89Bp,Baixa Essa Guarda,Grupo Revelação,Velocidade da Luz,pagode,0.625,0.797,0.816,0.617,87.645,happy
5RA1kFN9rXDAY4ylievepD,Hoch die Hände Nachtgebet,Marry;Balineiro,Hoch die Hände Nachtgebet,party,0.592,0.984,0.69,0.00524,139.88,happy
1fNVlMup9qvrnQlJsKDN8k,Brother to the Blues,George Jones,I Am What I Am (Expanded Edition),honky-tonk,0.568,0.382,0.429,0.749,111.388,chill
1ErS8Tahdp0bOUH7SBM4jo,Ameba - Remasterizado 2007,Soda Stereo,Dynamo (Remastered),punk,0.438,0.778,0.531,2.1e-05,101.961,chill
3CYcfkVQbUPjnljKdKA8H1,Ascension,Mac Miller,Trap Masters,hip-hop,0.763,0.53,0.296,0.368,119.998,chill
4ZmLXCBmuMjK5RlCsCHowb,Mothership Calls,Tineidae,Mothership,idm,0.161,0.24,0.0374,0.872,109.161,sad
1BAiFIrzp1umGBo8H2WEfy,Tom The Model,Beth Gibbons;Rustin Man,Out Of Season,trip-hop,0.461,0.451,0.244,0.744,96.005,chill
6VNucEJbu8TNQQAEFYgvKW,青空が違う,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),j-idol,0.524,0.92,0.77,0.0425,157.047,happy
6TWcSqCntZhH5vyc35kkob,John Wayne,Cigarettes After Sex,Cigarettes After Sex,ambient,0.441,0.465,0.173,0.343,123.933,chill
0QKQfBRO7yv8XCefwEax14,Gabriel,Lamb,What Sound,trip-hop,0.425,0.534,0.187,0.18,83.718,chill
4cJhBmeJ7KiBeuy7oxRnZ3,Black Magic,Slayer,Show No Mercy,death-metal,0.148,0.908,0.0707,4.66e-06,93.888,intense
0OCa1PunDKY1cfsiiD7UzA,One Little Christmas Tree,Stevie Wonder,Soulful Christmas,funk,0.406,0.377,0.717,0.764,92.23,relaxed
4QxvGE6cdx4AIRwpjo9czl,Amapola - Live,Andrea Bocelli,You're The Inspiration: The Music Of David Foster And Friends (Int'l DMD),opera,0.2,0.499,0.0895,0.854,146.629,chill
1y05VMAnbF0SUrDo7RsMyy,Somewhere Only We Know,Keane,Обратно в клас - rock,piano,0.453,0.655,0.366,0.0794,172.01,chill
7vd1j4IDTU0koES9M8dvBQ,Kiss The Rain,Yiruma,Yiruma 3rd Album 'From The Yellow Room' (The Original & the Very First Recording),piano,0.56,0.0519,0.182,0.99,132.691,sad
51j44z3Qr2HnSnBhrEwpvm,Sería Facil Decir,Amelita Baltar;Pedro Aznar,El Nuevo Rumbo,tango,0.574,0.481,0.446,0.479,122.61,chill
7hMk63Drw5xr1Sg0DnaM80,Inre Balans,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",sleep,0.288,0.197,0.0395,0.93,65.13,sad
42FsvUF4iYyXVx9jc54ziM,RENDEZ-VOUS - LIVE IN HAMBURG JULY 1987,BOØWY,PSYCHOPATH,rockabilly,0.505,0.945,0.557,0.00598,151.784,chill
2Adshg6ixiUmC5ljN4Anx5,Corcovado,Elis Regina,Ressaquinha,brazil,0.396,0.44,0.18,0.915,105.145,chill
7n4Y9BCKLHi4hqI2NctuAq,I Want More,KALEO,Indie Chill Out,alternative,0.55,0.531,0.364,0.256,98.014,chill
7wKwX3QFmx3icbH7iKVPe4,Matkar Maya Ko Ahankar,Kabir Cafe,Panchrang,indian,0.796,0.517,0.614,0.613,107.475,chill
6DLsynyv8bCZteUkhhsmR4,Eternal,Jenevieve,Best R&B Tunes,chill,0.506,0.717,0.233,0.645,159.811,intense
3PAwXy3RYt2mm7nDg0SVCk,Walking on Sunshine,Pickin' On Series;Brad Davis;Lou Ann Price,Pickin' On the Biggest Hits of the 1980s Vol. 2,bluegrass,0.76,0.628,0.889,0.598,108.971,chill
5QSUroBMs5XaGfNqzObDEs,Sonnen Diamant,Vandenberg,Sonnen Diamant,guitar,0.66,0.0863,0.153,0.94,131.096,sad
3IT6wMBpuSOiTmM79vanaE,die first,Nessa Barrett,Your Perfect Soundtrack,electro,0.444,0.669,0.44,0.0669,183.441,chill
5EcjFvi2ptqJ1J6b9PSh8Q,A Nossa Primeira Vez,Forró dos Plays,Verão dos Plays,forro,0.662,0.923,0.964,0.385,169.844,happy
1kecd8ZaRomMhPXWEzTNCc,Baladinha Rural - Ao Vivo,US Agroboy,Baladinha Rural (Ao Vivo),sertanejo,0.76,0.828,0.583,0.485,129.999,chill
4GdCiwOXIpmQGUWl5XBqyr,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. I",Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,Mozart - Inspiring Classics,classical,0.308,0.0647,0.769,0.994,179.916,relaxed
5GXVv9R0Dr6SISbmrcQSwR,悲傷的採購 - Live,my little airport,I ALSO DON'T KNOW (Live),cantopop,0.359,0.551,0.278,0.137,119.674,chill
4iP7HF6dhCmvXOk6pHnX9u,Just A Word,Prateek Kuhad,Just A Word,indie-pop,0.36,0.247,0.279,0.838,77.225,sad
1EiLrPd8JMTcQUr1aLEUKi,Work,Gang Starr,Moment Of Truth,hardcore,0.787,0.832,0.814,0.0347,92.606,happy
6tkl6rjuXWtVOCaXSSSCz2,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",Armaan Malik,2016 Shinning Star - Armaan Malik,pop,0.299,0.447,0.321,0.858,121.723,chill
0HeG8Hl4Upx3zqwK7VNY2l,Run Rudolph Run,Chuck Berry,Christmas Songs 2022,rock-n-roll,0.647,0.876,0.949,0.881,151.925,happy
5Zw163DqSAk404ekrdfvfD,Once A Day,George Jones,Starday & Musicor Originals,honky-tonk,0.445,0.254,0.706,0.735,131.252,relaxed
4AAuHpqSjH9B0SENHuqzIw,No Tube Zone,Vald,NQNT33,french,0.766,0.859,0.641,0.0548,154.995,happy
1rptK1oec3gjHpzzrxHyln,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",Sixx:A.M.;Corey Taylor;Joe Elliott;Brantley Gilbert;Ivan Moody;Slash;AWOLNATION;Tommy Vext,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",grunge,0.396,0.781,0.201,0.00158,145.06,intense
031AIGrfnhZYJxegTuYw9W,Kackvogel - Original Mix,Solomun,Kackvogel,techno,0.875,0.745,0.365,0.208,117.995,intense
3dEs4iCuSkChgGTzwzhIBz,Hands Together - Mixed,Gershon Jackson;Reset Preset,Defected Radio Episode 114 (hosted by Sam Divine),chicago-house,0.685,0.819,0.671,0.00464,124.034,happy
5QvW5lK6mkfTegpAK9JOO7,Paris to Tokyo,Fivio Foreign;The Kid LAROI,Paris to Tokyo,r-n-b,0.642,0.787,0.406,0.0185,146.733,chill
00LmM2QLGpfb5NC7PC7qqZ,Vasilhame,Criolo,Ainda Há Tempo,afrobeat,0.506,0.876,0.676,0.194,124.218,happy
2cuxKp2kNIpSdGMSBgCAWH,93,Terno Rei,Violeta,r-n-b,0.726,0.487,0.626,0.132,126.005,chill
5WJTVtdhtZRYdLdVfZHXDC,Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show,Kacey Musgraves,Lonely Christmas 2022,country,0.506,0.21,0.414,0.808,104.181,chill
5RXdPnVu0Re9XvKo9v6Wx4,Por qué?,Los Baby's,Sólo para enamorados,rock-n-roll,0.521,0.47,0.555,0.0293,115.541,chill
0tBH1LgOYu7yWx6yyJcyFL,New & Improved,Greensky Bluegrass,Stress Dreams,bluegrass,0.529,0.539,0.558,0.355,124.156,chill
3HeZam86SuxGp1wZ3XMIjE,She Said (Big Jet Plane),Trinix;Queen D,She Said (Big Jet Plane),house,0.808,0.538,0.416,0.108,108.026,chill
2cFbDTppIxkKRfDltzKGnx,Crying For Love,Sonic Journey,Crying For Love,dubstep,0.482,0.756,0.472,0.00269,150.043,chill
14FXnHReFEBy1KDFFBPFEo,まちぶせ,Rei Harakami,わすれもの,idm,0.661,0.676,0.887,0.214,120.015,chill
1Q9wxos3TLN0VAMgIrvCPn,Kan Revan Icindeyim,Düş Sokağı Sakinleri,Cennet,j-rock,0.524,0.419,0.261,0.767,116.17,chill
6N4FNxukJlgyFNZ3XMK0YP,Execution,Alan Menken,Walt Disney Records The Legacy Collection: Pocahontas,show-tunes,0.0995,0.22,0.0771,0.952,70.005,sad
4CNIKGlBvWXzGSFSKQdMcS,Nostalgias,Orquesta Tipica Buenos Aires,La Cumparsita,tango,0.348,0.329,0.362,0.707,115.459,sad
0Rpqo36TnUZplojq6qqI4J,DNA,Craig David;Galantis,DNA,british,0.672,0.881,0.68,0.0588,122.012,happy
4Lq2eCJPkusiiLBfoD05d0,Born Ready,Zayde Wølf,Golden Age,blues,0.432,0.866,0.353,0.0813,68.039,intense
69ufW8tanyMTh5nhsSigpp,Spoiled,Joss Stone,The Best Of Joss Stone 2003 - 2009,british,0.429,0.586,0.29,0.528,110.133,chill
1JuU4qEEZgSZbXotwMRpQF,Cíes,Huma,Cíes,sleep,0.169,0.032,0.0371,0.884,73.735,sad
2V26vjCy384SOkQgl0dpsA,Marathon,Vincent;JT Roach,Marathon,dub,0.398,0.347,0.344,0.595,129.891,sad
6ozLwDnOkZBN1yir033PyG,La Loba del Mar,El Coyote Y Su Banda Tierra Santa,Como una Huella Digital,r-n-b,0.799,0.736,0.975,0.283,106.539,happy
3oyTqxLuItCdLpXUXlE3aF,Tou Feggariou,Pantelis Thalassinos;Giannis Nikolaou,Oi Aggeloi Tou Erota,guitar,0.48,0.287,0.332,0.823,103.814,sad
3xbow5OCNoe0BUlaAodIR4,Names,The Acacia Strain,It Comes in Waves,death-metal,0.273,0.837,0.0792,0.000709,117.156,intense
5BAJDNTutBFJL27pKunac1,Shadow (Maceo Plex Remix),Maceo Plex;Chromatics,Shadow (Remixes),deep-house,0.657,0.727,0.776,0.000297,126.01,happy
2HjcFrEc1qBZEhWKlEgbqd,Nebel,Droplex;Mark Dekoda,Nebel,minimal-techno,0.934,0.533,0.15,0.00694,128.001,chill
1dnVwpKHlDyTM8TJCEAOg5,Bol Ke Lab Azaad Hain,Rashid Khan;Vidya Shah,Manto,classical,0.381,0.41,0.225,0.576,172.377,chill
36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,Chicago,Chicago 17 (Expanded & Remastered),singer-songwriter,0.583,0.602,0.388,0.368,74.008,chill
4j40GfL8zd2iPxrF9qHagn,Saudosa Maloca,Demonios Da Garoa,Demônios Da Garoa,samba,0.74,0.526,0.903,0.347,89.456,chill
7p4GwFkLmIrqT9RTYAoW7J,Jag Skulle Dö För Dig,Steget,Förändrar Allt,goth,0.298,0.17,0.275,0.919,71.908,sad
3zvBkrRyrDFmcJAfmZLEOT,Summer Song,Joe Satriani,The Extremist,guitar,0.384,0.917,0.48,1.1e-05,162.128,chill
08angE49gaHFtfzdE0RFRD,Письмо матери,Сергей Зыков,Есть одна хорошая песня у соловушки...,romance,0.357,0.28,0.267,0.966,136.75,sad
6ACEyjinUNAzzSEHDLNnnW,If I Can't Get Down - Mixed,Mike Dunn,Defected Radio Episode 152 (hosted by Simon Dunmore),chicago-house,0.819,0.7,0.591,0.00146,123.97,chill
3n5tgT9Q5uAn4vw5xvp9Nw,"Mary, Don’t Go",Shannon & The Clams,Year Of The Spider,power-pop,0.541,0.842,0.747,0.145,120.987,happy
22VpC56TcW8JL7oiCeEGJI,Árvore Cortada,Valesca Mayssa,Árvore Cortada,gospel,0.387,0.458,0.346,0.297,138.32,chill
5D9MPWdY2hjSeTIGE5n5kv,ハルカ,YOASOBI,THE BOOK,j-pop,0.712,0.817,0.679,0.0717,100.016,happy
7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,rock,0.454,0.91,0.629,0.0866,125.116,happy
0g9IOJwdElaCZEvcqGRP4b,Edge Of The Earth,Thirty Seconds To Mars,30 Seconds To Mars,grunge,0.522,0.921,0.241,0.000105,110.088,intense
7a8Sxul9deqkRnBBLAWGoI,i need you,sadeyes,i need you,emo,0.711,0.363,0.372,0.576,104.971,sad
2jHEySxCzzODFWmPzt084L,18 ~eighteen~,Masaharu Fukuyama,残響,acoustic,0.609,0.76,0.44,0.131,117.135,chill
5xuN2TLYBNoHYK48NLwhp9,Back in the U.K. - Remastered,Scooter,Our Happy Hardcore (20 Years of Hardcore Expanded Edition) [Remastered],happy,0.423,0.989,0.438,0.000585,179.969,chill
2aUL3K9oSKea7rzFJRcFlQ,Królowa,MiłyPan,Discopolot,disco,0.856,0.823,0.968,0.0538,138.013,happy
3wWYsyw0dpPXYe6I2lAWea,Comforting Evil,Nosferatu,Demonic Playgrounds,techno,0.619,0.972,0.107,0.137,97.537,intense
6oP3qa2MyQjxW8YQQdPBq9,Hate It Or Love It - Live Edit,Headhunterz,Studio Sessions,hardstyle,0.591,0.898,0.324,0.0114,149.974,intense
2CNYxrbpznawrX4k3FGy6X,Stay Around - Earth n Days Remix,Milk & Sugar,Selection ADE 2022,deep-house,0.64,0.971,0.865,0.00418,123.956,happy
74bTLvQXVHVJ6TF1l1M0r6,Qalbi,Jay Daniel,TALA,detroit-techno,0.696,0.78,0.848,0.525,121.454,happy
1oACG26rFg4XwAkW5oGGUa,Colors,Stella Jang,Colors,k-pop,0.734,0.295,0.788,0.636,199.99,relaxed
0F1Yc1N29pSyBYHYlPRK1P,Ein Vogel wollte Hochzeit machen,Rolf Zuckowski;Sasha;Oonagh;Benedikt Geiger,Rolfs neue Vogelhochzeit,children,0.652,0.208,0.632,0.907,94.74,relaxed
17I5IcS0nXZb3Gt37m51kp,My First Robot,Freescha,Kids Fill the Floor,idm,0.45,0.555,0.208,0.544,218.879,chill
1Q2m9FSjgRdE6fQIXhNSLH,Collars and Suits,Delain,Interlude,goth,0.459,0.881,0.324,0.000386,140.076,intense
1NzcfWIiD1SnRnqkzT2lfD,Dime A Ve,Jhayco,Perreo Tenebroso Vol. 1,latino,0.773,0.753,0.56,0.122,179.983,chill
49BfJjMs40ki2rIRX4IbN3,Horário de Verão - Ao Vivo,Turma do Pagode,O Som das Multidões,pagode,0.523,0.827,0.443,0.553,93.026,chill
1BglQ2RycnlMVp4HzoUSNP,Free Born Man - Original Federal Recordings,Jimmy Martin,Best Of The Best (Original Federal Recordings),bluegrass,0.56,0.781,0.814,0.238,121.127,happy
5SrbYHN89Ay0EFCiyqyB4a,Smitten For The Mitten,Chiodos,Bone Palace Ballet: Grand Coda,metalcore,0.483,0.968,0.195,0.0163,93.988,intense
50a1bmHXDna2sQcEHBvEXJ,Livets teater,Håkan Hellström,Det kommer aldrig va över för mig,goth,0.556,0.881,0.654,0.193,132.998,happy
0SR4CMLXoTqG4vcfjCrsl2,A Bad Plan Is a Good Plan,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),british,0.208,0.32,0.034,0.724,74.574,sad
2zsBzaQiHi7oaOCVpYBUxN,Incomparável Amor - Acústico,Gabriel Brito,Incomparável Amor (Acústico),brazil,0.494,0.206,0.276,0.822,125.89,sad
0snQrp1VaY5Pj1YIHRJpRJ,Chaand Baaliyan,Aditya A,Chaand Baaliyan,indie,0.729,0.396,0.886,0.796,97.281,relaxed
1XFZMenJ30FfGOsj8X5sqf,Khulke Jeene Ka,A.R. Rahman;Arijit Singh;Shashaa Tirupati,Dil Bechara (Original Motion Picture Soundtrack),pop-film,0.676,0.544,0.533,0.566,88.969,chill
17dpidjyUEW1ps04Eu5vK3,Prologo,Gio’ Gio’ Rapattoni;Lucrezia Cesari,Rapunzel- L'intreccio della torre,disney,0.171,0.152,0.11,0.935,95.093,sad
1kl9shHWQQdpPFV3w8e7ZQ,"Carnaval, Op. 9: No. 5, Eusebius (Live in Japan, 2022)",Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)",classical,0.369,0.0283,0.0644,0.995,109.738,sad
3AedlLCGKNhQdhtLzObIbR,Pasarela,Daddy Yankee,Queda poco para la PAES 2.0,reggaeton,0.839,0.907,0.737,0.101,121.048,happy
55H4GT7iLma7fJyBhS7o4R,At Dawn,Hania Rani,Venice - Infinitely Avantgarde (Original Motion Picture Soundtrack),ambient,0.412,0.00313,0.12,0.99,102.398,sad
2hr7myxuDCoXsKyVfh4ue0,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,Afrojack;Thirty Seconds To Mars,Forget The World (Deluxe),progressive-house,0.575,0.89,0.206,0.034,128.041,intense
4IaZWtk88n1RD2IHJGUrxW,katharsis (TV edit),TK from Ling tosite sigure,katharsis (TV edit),anime,0.661,0.706,0.435,0.223,144.051,chill
2fK7vE5xZRvBAjKOOqkrSe,Não Há Barreiras - Ao Vivo,Eli Soares;Álvaro Tito,Memórias 2 (Ao Vivo),brazil,0.565,0.526,0.716,0.518,139.972,chill
2hEXNxHo6jne84vrC2vlg6,I Only Rewind,Tubeway Army,The Flood The Ultimate Fantasy Playlist,synth-pop,0.627,0.704,0.781,0.0458,141.891,happy
2sNGaLOMBIkyVFPsQqPQdW,Alpha Beta Gaga,Air,Talkie Walkie,trip-hop,0.477,0.833,0.555,0.00226,169.968,chill
0rohJsT6NWsThpukt0Xxdc,Higher Ground (feat. John Martin),Martin Garrix;John Martin,Higher Ground (feat. John Martin),progressive-house,0.442,0.619,0.382,0.0841,128.318,chill
3xeaR6dAHQHU6rtUPRK9tX,Rave Culture 2022,Sub Zero Project,Rave Culture 2022,hardstyle,0.292,0.947,0.0859,0.00171,150.101,intense
6cqJwJRvumXke1XFLpeYsW,Coração Blindado,Grupo Revelação,Ao Vivo No Morro,pagode,0.619,0.887,0.819,0.696,100.088,happy
4KWKrzTYu5e7fcYC7nKUun,I Feel So Good Today,Charlie Brown Jr.,Imunidade Musical,hard-rock,0.688,0.484,0.447,0.646,124.062,chill
7G8wXQyYA7lfJ7LEzYGCC8,Un Tipo de Indulgencia,PXNDX,Poetics,punk-rock,0.45,0.933,0.525,0.0115,154.18,chill
0hvUNtmLVhnOXhZmkNtyqh,La Mura,Victor Rice,Drink,afrobeat,0.545,0.608,0.975,0.409,141.849,chill
7BvM6gezSZfDN3WQjYjEgg,Breathe Out,Marika Takeuchi,Breathe Out,anime,0.435,0.28,0.547,0.976,163.981,chill
0IDH9B3HYSXZF0qqH8c195,Manipulate/Consume,No/Más,Consume / Deny / Repent,grindcore,0.269,0.956,0.165,9e-05,103.214,intense
7K8t9RlR5gSMR1a9ouugDK,Devotion - Extended Version,Ten City,Atlantic 60th: On The Dance Floor Vol. 2,chicago-house,0.717,0.494,0.732,0.338,120.261,chill
0e9gtpHaPwQJlYm2NlfJzU,Bre Petrunko,FanEOne,Bre Petrunko,house,0.533,0.644,0.366,0.0177,159.976,chill
5yFFAIv1yNy3dPLEEcIKFP,Miento,Soraya,Soraya,spanish,0.505,0.864,0.414,0.135,89.941,chill
0SzNyaaHr8irGzhulluvli,Phone Booth,Carbonas,Carbonas,blues,0.338,0.985,0.132,0.00717,104.665,intense
1YQ7BbJR8HqAolfprvxGKu,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,The Notorious B.I.G.;Lil' Kim;Diddy,Born Again,hardcore,0.904,0.826,0.824,0.0531,101.35,happy
3bgKVqn6LRjdpuFNpJ3rSq,Mistletoe and Wine,Cliff Richard,Cuddle Up Christmas,rock-n-roll,0.498,0.432,0.365,0.688,135.015,chill
40lwbvMJ0456sm1D61KeTF,ハロー・ハロー,Superfly,Superfly,j-rock,0.311,0.665,0.492,0.0293,169.749,chill
1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,The Chainsmokers;Coldplay,Something Just Like This,house,0.607,0.649,0.505,0.0306,102.996,chill
2jwJIaPyTu7oRLotDg5qmI,Flat Jam,Pola & Bryson,Running Away EP,drum-and-bass,0.539,0.72,0.342,0.00112,173.996,intense
2JjAZwcKJjmuwDZSiw4PEj,Christmas Time,Bryan Adams,Christmas Best Hits 2022,songwriter,0.503,0.582,0.326,0.472,77.321,chill
73TNNPwLyYcBdopacix7oM,Mi Canto,Antonio y Joel Con Labranza,Mi Canto,salsa,0.683,0.739,0.811,0.608,102.079,happy
5m9otLv1iIOPtzsx07OsXg,Vete Ya,Los Solitarios,Antología. . . Los Solitarios,rock-n-roll,0.675,0.279,0.72,0.96,92.895,relaxed
1kAkUHFb7ryeVkVSRD6Nkj,Wish I Was Better,Kina;yaeow,Wish I Was Better,sad,0.732,0.304,0.185,0.747,139.965,sad
427VV6oe3I7lKyGlkZPWuf,Feitiço Matador,Forrozão Sela Rasgada;Zezinho Aboiador,A Rainha das Vaquejadas,forro,0.861,0.629,0.962,0.492,107.98,chill
17H5BFEUB0tMcQfJEcDSwH,Ready Yet,Mokita,Ready Yet,chill,0.79,0.531,0.627,0.193,104.512,chill
4tLTmAru7JOcP3zJD5otpb,Mi Bless,Escala Mercalli,Mi Bless,dancehall,0.673,0.738,0.926,0.403,91.797,happy
5L43sOQdAwKFNAIqlyYDuJ,Happy and You Know It,Pancake Manor,Happy and We Know It,children,0.553,0.572,0.66,2.94e-05,164.046,chill
2aY4CS80pEEbB91beekApE,Wo sind die Engel in der Nacht?,Rolf Zuckowski,Heia - Rolfs kleine Nachtmusik,children,0.459,0.201,0.43,0.817,114.985,chill
5cJJdUtacwBrphoMjh3tKG,Believe,When Chai Met Toast,Believe,folk,0.25,0.618,0.12,0.16,66.632,chill
6gJdDnF2TzfA1WPMXuCa3x,Proud Mary,Tina Turner,What's Love Got to Do with It?,disco,0.397,0.499,0.367,0.0766,171.067,chill
7wWXKqpLayBT6dZkeiMSle,Say More,Moonbootica,Ibiza Techno Top 50 : 2022. 2 - the Closing,techno,0.8,0.841,0.763,6.71e-05,124.003,happy
4cQSzZtlnVyWVT1cnRe2aE,Liveinla 1998,Moodymann,Silence In The Secret Garden,detroit-techno,0.857,0.86,0.467,0.0037,121.239,chill
21A2PNSBmbgYippTwftroU,Angel On My Shoulder - Remastered 2006,The 69 Eyes,Blessed Be (Remastered 2006),goth,0.588,0.851,0.458,0.000124,113.967,chill
1T4U8Q2DRfs6OUg8DEsRZf,Bad,Don Diablo;Zak Abel,Bad,progressive-house,0.791,0.738,0.666,0.406,123.927,happy
0fRUwcyUiNm6KTITio97gJ,White Noise Quiet Slumber,The Wiggles,Sweet Dreams: White Noise Sleep Aid for Baby,children,0.387,0.166,0.0386,0.945,120.014,sad
3Hb9kUdm4yf839Fle4RIdT,Parado no Bailão,MC L da Vinte;MC Gury,Parado no Bailão,funk,0.828,0.599,0.478,0.381,86.533,chill
7H10smyqYA7G23KkZwfipP,痴心的廢墟 - 電視劇「黃金十年」主題曲,Alan Tam,首麟影視歌,cantopop,0.579,0.376,0.143,0.624,75.616,sad
1hgitBIufJCzMGWatsfA6l,Lokon materi,Izabella Jur'eva,Velikie ispolniteli Rossii XX veka: Izabella Jur'eva (Deluxe Version),romance,0.41,0.144,0.158,0.992,145.496,sad
7oa8CQV3oVrY8jgPGPDnyb,istanbulla değil sorunum,yunusemre;Şekersiz,istanbulla değil sorunum,turkish,0.578,0.398,0.169,0.748,110.015,sad
70L6nHORQsblY813yNqUR3,Cherry Waves,Deftones,Saturday Night Wrist,metal,0.47,0.859,0.17,0.000362,124.01,intense
5eDW8o3J9bTYzYNFQdrGut,In Defiance of Existence,Old Man's Child,In Defiance of Existence,black-metal,0.229,0.846,0.175,2.12e-06,104.986,intense
3serAvyVNdrr9ADfoH3xmd,Blacks in a Subway,Bert Kreischer,Bert Bert Bert,comedy,0.506,0.54,0.656,0.923,82.212,chill
0aSdsoufzNzGKFkRTkBYzM,Bella Ciao,Gunz For Hire,Bella Ciao,hardstyle,0.345,0.954,0.246,0.0143,77.411,intense
6arE1lr4B2jsrWP1GBIkYH,If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,Upbeat 20's,edm,0.692,0.883,0.614,0.0512,122.984,happy
35hcTbiin6rMydWixorzN5,Trilha do Amor - Ao Vivo,Arlindo Cruz;Caetano Veloso,Batuques do Meu Lugar (Ao Vivo),pagode,0.437,0.729,0.658,0.646,84.068,happy
6kooDsorCpWVMGc994XjWN,Black Betty,Ram Jam,Ram Jam,hard-rock,0.465,0.907,0.681,0.0241,117.293,happy
